,run_nb,de_names,final_losses,final_errors,first_epoch_under_threshold,time_to_threshold,total_training_time,is_linear,order
0,0,test_de,6.140010668786999e-07,0.03541628643870354,1058.0,13.996546957,123.23726035099999,True,1
1,0,kirchhoff,0.0672122985124588,6.434457778930664,,,131.702327159,True,1
2,0,newtons_first,1.7295179759457824e-06,5.4080681800842285,4984.0,66.30610147599998,124.46887816700001,True,1
3,0,newtons_second_law,0.01719951629638672,4.734497547149658,,,133.330999368,True,2
4,0,second_order_euler_test,21.622596740722656,,,,134.79487427800007,True,2
5,0,second_order_euler,0.001176791382022202,,,,139.184189286,True,2
6,0,second_1,0.0002617446589283645,,,,139.11589781400005,True,2
7,0,second_2,0.04012548178434372,,,,164.34204552899996,True,2
8,0,new_2nd_linear_1,1.9571498341974802e-05,,,,190.96931447200018,True,2
9,0,new_2nd_linear_2,0.0005082821589894593,,,,188.20256156300002,True,2
10,0,new_2nd_linear_3,9.676673471403774e-07,,1038.0,16.20114598400005,152.42128102900006,True,2
11,0,third_order,2694.056396484375,,,,238.18618205500002,True,3
12,0,third_order_2,,,,,201.8620534260001,True,3
13,0,third_order_3,6.130682595539838e-05,,,,197.41624096299984,True,3
14,0,logistic_equation,1.9740242350962944e-05,,,,135.4284527259997,False,1
15,0,nonlinear,0.014072803780436516,,,,132.36675980399968,False,1
16,0,painleve_2_transcendent,3.1301060516852885e-05,,7392.0,85.60004058699997,116.77073946900009,False,2
17,0,second_order_nonlinear,1.1374781731755476e-14,,50.0,1.333411346000048,135.24505883500024,False,2
18,0,van_der_pol,2.399336381131434e-06,,8389.0,113.53821554900014,136.34957883100014,False,2
19,0,new_2nd_nonlinear_1,7.636143939393492e-10,,113.0,2.6680605869996725,160.89571509799998,False,2
20,0,new_2nd_nonlinear_2,39327.5234375,,,,181.08502225700022,False,2
21,0,third_order_nonlin,1.9724659068742767e-05,,,,212.63529604300038,False,3
22,0,third_order_v2,0.029017124325037003,,,,227.44549130099995,False,3
23,1,test_de,6.140010668786999e-07,0.03541628643870354,1058.0,14.420308031000332,131.9763317940001,True,1
24,1,kirchhoff,0.0672122985124588,6.434457778930664,,,129.97046561300021,True,1
25,1,newtons_first,1.7295179759457824e-06,5.4080681800842285,4984.0,64.61677991200031,129.93667545399967,True,1
26,1,newtons_second_law,0.01719951629638672,4.734497547149658,,,141.18520531299964,True,2
27,1,second_order_euler_test,21.622596740722656,,,,132.15371544399932,True,2
28,1,second_order_euler,0.001176791382022202,,,,158.09773965599925,True,2
29,1,second_1,0.0002617446589283645,,,,134.62047036900003,True,2
30,1,second_2,0.04012548178434372,,,,121.7754561769998,True,2
31,1,new_2nd_linear_1,1.9571498341974802e-05,,,,118.80264227499993,True,2
32,1,new_2nd_linear_2,0.0005082821589894593,,,,121.8665867640002,True,2
33,1,new_2nd_linear_3,9.676673471403774e-07,,1038.0,11.644053359999816,111.79765373999999,True,2
34,1,third_order,2694.056396484375,,,,193.61420497400013,True,3
35,1,third_order_2,,,,,198.76466218899986,True,3
36,1,third_order_3,6.130682595539838e-05,,,,180.6591110319996,True,3
37,1,logistic_equation,1.9740242350962944e-05,,,,128.40808786700018,False,1
38,1,nonlinear,0.014072803780436516,,,,131.96628658900045,False,1
39,1,painleve_2_transcendent,3.1301060516852885e-05,,7392.0,87.52810596099971,117.43411889700019,False,2
40,1,second_order_nonlinear,1.1374781731755476e-14,,50.0,1.3273353849999694,137.66340615700028,False,2
41,1,van_der_pol,2.399336381131434e-06,,8389.0,125.18108697400021,149.15386334999948,False,2
42,1,new_2nd_nonlinear_1,7.636143939393492e-10,,113.0,2.7695902249997744,163.88156430799972,False,2
43,1,new_2nd_nonlinear_2,39327.5234375,,,,163.79413140900033,False,2
44,1,third_order_nonlin,1.9724659068742767e-05,,,,205.51878336699974,False,3
45,1,third_order_v2,0.029017124325037003,,,,214.05860627099992,False,3
46,2,test_de,6.140010668786999e-07,0.03541628643870354,1058.0,15.554356560000087,139.81722593700033,True,1
47,2,kirchhoff,0.0672122985124588,6.434457778930664,,,137.30383088100007,True,1
48,2,newtons_first,1.7295179759457824e-06,5.4080681800842285,4984.0,69.42011025400006,133.84553983600017,True,1
49,2,newtons_second_law,0.01719951629638672,4.734497547149658,,,144.73837615699995,True,2
50,2,second_order_euler_test,21.622596740722656,,,,149.3967380160002,True,2
51,2,second_order_euler,0.001176791382022202,,,,190.93741491999936,True,2
52,2,second_1,0.0002617446589283645,,,,183.1845093640004,True,2
53,2,second_2,0.04012548178434372,,,,175.25368226200044,True,2
54,2,new_2nd_linear_1,1.9571498341974802e-05,,,,222.16694949200064,True,2
55,2,new_2nd_linear_2,0.0005082821589894593,,,,204.06280861199957,True,2
56,2,new_2nd_linear_3,9.676673471403774e-07,,1038.0,17.773162008001236,159.3881495910009,True,2
57,2,third_order,2694.056396484375,,,,236.06190925800001,True,3
58,2,third_order_2,,,,,213.3432440609995,True,3
59,2,third_order_3,6.130682595539838e-05,,,,191.69498801100053,True,3
60,2,logistic_equation,1.9740242350962944e-05,,,,136.75639106500057,False,1
61,2,nonlinear,0.014072803780436516,,,,137.74350207499992,False,1
62,2,painleve_2_transcendent,3.1301060516852885e-05,,7392.0,79.39003607000086,106.73729762100083,False,2
63,2,second_order_nonlinear,1.1374781731755476e-14,,50.0,1.5827803020001738,127.25526933699985,False,2
64,2,van_der_pol,2.399336381131434e-06,,8389.0,106.80307911599994,126.88112548500067,False,2
65,2,new_2nd_nonlinear_1,7.636143939393492e-10,,113.0,2.5475377940001636,126.84421831500003,False,2
66,2,new_2nd_nonlinear_2,39327.5234375,,,,139.36075308600084,False,2
67,2,third_order_nonlin,1.9724659068742767e-05,,,,185.87097955699937,False,3
68,2,third_order_v2,0.029017124325037003,,,,229.47370065200084,False,3
69,3,test_de,6.140010668786999e-07,0.03541628643870354,1058.0,13.63568188699901,126.57693848300005,True,1
70,3,kirchhoff,0.0672122985124588,6.434457778930664,,,127.0905670889988,True,1
71,3,newtons_first,1.7295179759457824e-06,5.4080681800842285,4984.0,81.88811217599869,174.47391975999926,True,1
72,3,newtons_second_law,0.01719951629638672,4.734497547149658,,,184.36265249699863,True,2
73,3,second_order_euler_test,21.622596740722656,,,,208.7560468929987,True,2
74,3,second_order_euler,0.001176791382022202,,,,174.98647555299976,True,2
75,3,second_1,0.0002617446589283645,,,,178.83082224200007,True,2
76,3,second_2,0.04012548178434372,,,,214.63517444600075,True,2
77,3,new_2nd_linear_1,1.9571498341974802e-05,,,,171.17252104999898,True,2
78,3,new_2nd_linear_2,0.0005082821589894593,,,,159.69882252000025,True,2
79,3,new_2nd_linear_3,9.676673471403774e-07,,1038.0,15.89777630699973,134.43205467600092,True,2
80,3,third_order,2694.056396484375,,,,201.79638778800108,True,3
81,3,third_order_2,,,,,191.27351439999984,True,3
82,3,third_order_3,6.130682595539838e-05,,,,197.28639070499958,True,3
83,3,logistic_equation,1.9740242350962944e-05,,,,135.30540205800025,False,1
84,3,nonlinear,0.014072803780436516,,,,127.8258079520001,False,1
85,3,painleve_2_transcendent,3.1301060516852885e-05,,7392.0,77.14836228000058,104.96707421000065,False,2
86,3,second_order_nonlinear,1.1374781731755476e-14,,50.0,1.4757600920002005,140.98186530100065,False,2
87,3,van_der_pol,2.399336381131434e-06,,8389.0,160.82936775000053,191.70948206700086,False,2
88,3,new_2nd_nonlinear_1,7.636143939393492e-10,,113.0,3.54709381199973,176.4302178959988,False,2
89,3,new_2nd_nonlinear_2,39327.5234375,,,,177.1114324350001,False,2
90,3,third_order_nonlin,1.9724659068742767e-05,,,,239.18836851099877,False,3
91,3,third_order_v2,0.029017124325037003,,,,213.71585757199864,False,3
92,4,test_de,6.140010668786999e-07,0.03541628643870354,1058.0,13.880563292999796,125.7754827159988,True,1
93,4,kirchhoff,0.0672122985124588,6.434457778930664,,,160.31726327999968,True,1
94,4,newtons_first,1.7295179759457824e-06,5.4080681800842285,4984.0,82.50154564500008,162.42150177199983,True,1
95,4,newtons_second_law,0.01719951629638672,4.734497547149658,,,183.2339549799999,True,2
96,4,second_order_euler_test,21.622596740722656,,,,181.94036848799988,True,2
97,4,second_order_euler,0.001176791382022202,,,,168.10620339700108,True,2
98,4,second_1,0.0002617446589283645,,,,160.12170324699946,True,2
99,4,second_2,0.04012548178434372,,,,153.42041890300243,True,2
100,4,new_2nd_linear_1,1.9571498341974802e-05,,,,141.10972203500205,True,2
101,4,new_2nd_linear_2,0.0005082821589894593,,,,140.5004531859995,True,2
102,4,new_2nd_linear_3,9.676673471403774e-07,,1038.0,13.837167081001098,123.20229393699992,True,2
103,4,third_order,2694.056396484375,,,,185.38001895900015,True,3
104,4,third_order_2,,,,,188.98087835300248,True,3
105,4,third_order_3,6.130682595539838e-05,,,,192.11502237899913,True,3
106,4,logistic_equation,1.9740242350962944e-05,,,,160.11459396300052,False,1
107,4,nonlinear,0.014072803780436516,,,,130.70727237000028,False,1
108,4,painleve_2_transcendent,3.1301060516852885e-05,,7392.0,78.4361238920028,105.93261746900316,False,2
109,4,second_order_nonlinear,1.1374781731755476e-14,,50.0,1.5934397509990958,127.07051951800167,False,2
110,4,van_der_pol,2.399336381131434e-06,,8389.0,111.51719285099898,135.86166294599752,False,2
111,4,new_2nd_nonlinear_1,7.636143939393492e-10,,113.0,3.193898426998203,152.68654769099885,False,2
112,4,new_2nd_nonlinear_2,39327.5234375,,,,139.24921923799775,False,2
113,4,third_order_nonlin,1.9724659068742767e-05,,,,185.65790649599876,False,3
114,4,third_order_v2,0.029017124325037003,,,,231.0928803349998,False,3
115,5,test_de,6.140010668786999e-07,0.03541628643870354,1058.0,17.78710368099928,162.14524853699913,True,1
116,5,kirchhoff,0.0672122985124588,6.434457778930664,,,161.30829436000204,True,1
117,5,newtons_first,1.7295179759457824e-06,5.4080681800842285,4984.0,81.48712224200062,159.4566437470021,True,1
118,5,newtons_second_law,0.01719951629638672,4.734497547149658,,,169.60205658300038,True,2
119,5,second_order_euler_test,21.622596740722656,,,,201.10921672399854,True,2
120,5,second_order_euler,0.001176791382022202,,,,182.8856912500014,True,2
121,5,second_1,0.0002617446589283645,,,,171.06423352099955,True,2
122,5,second_2,0.04012548178434372,,,,143.67013011000017,True,2
123,5,new_2nd_linear_1,1.9571498341974802e-05,,,,137.7118773479997,True,2
124,5,new_2nd_linear_2,0.0005082821589894593,,,,157.32974956399994,True,2
125,5,new_2nd_linear_3,9.676673471403774e-07,,1038.0,19.46793709299891,145.47540810200007,True,2
126,5,third_order,2694.056396484375,,,,209.50021017900144,True,3
127,5,third_order_2,,,,,237.07333481100068,True,3
128,5,third_order_3,6.130682595539838e-05,,,,304.3825348820028,True,3
129,5,logistic_equation,1.9740242350962944e-05,,,,210.1431401109985,False,1
130,5,nonlinear,0.014072803780436516,,,,182.25277106499925,False,1
131,5,painleve_2_transcendent,3.1301060516852885e-05,,7392.0,105.96292978699785,141.01400098399972,False,2
132,5,second_order_nonlinear,1.1374781731755476e-14,,50.0,1.9267767009987438,170.6013017289988,False,2
133,5,van_der_pol,2.399336381131434e-06,,8389.0,142.37345326099967,169.94515157999922,False,2
134,5,new_2nd_nonlinear_1,7.636143939393492e-10,,113.0,3.871463458999642,174.53619042300124,False,2
135,5,new_2nd_nonlinear_2,39327.5234375,,,,220.5667618630032,False,2
136,5,third_order_nonlin,1.9724659068742767e-05,,,,261.9476486110034,False,3
137,5,third_order_v2,0.029017124325037003,,,,253.9446656020009,False,3
138,6,test_de,6.140010668786999e-07,0.03541628643870354,1058.0,16.86715254700175,147.49379838800087,True,1
139,6,kirchhoff,0.0672122985124588,6.434457778930664,,,148.7332337600019,True,1
140,6,newtons_first,1.7295179759457824e-06,5.4080681800842285,4984.0,89.36451653800032,167.9795843810025,True,1
141,6,newtons_second_law,0.01719951629638672,4.734497547149658,,,161.59138201600217,True,2
142,6,second_order_euler_test,21.622596740722656,,,,148.306391514001,True,2
143,6,second_order_euler,0.001176791382022202,,,,154.09801881599924,True,2
144,6,second_1,0.0002617446589283645,,,,183.39903986599893,True,2
145,6,second_2,0.04012548178434372,,,,169.39422768000077,True,2
146,6,new_2nd_linear_1,1.9571498341974802e-05,,,,169.68339238200133,True,2
147,6,new_2nd_linear_2,0.0005082821589894593,,,,185.16313832500236,True,2
148,6,new_2nd_linear_3,9.676673471403774e-07,,1038.0,14.777378058999602,158.73681047699938,True,2
149,6,third_order,2694.056396484375,,,,202.4235954270007,True,3
150,6,third_order_2,,,,,223.8232191970019,True,3
151,6,third_order_3,6.130682595539838e-05,,,,231.78210907799803,True,3
152,6,logistic_equation,1.9740242350962944e-05,,,,160.8052893540007,False,1
153,6,nonlinear,0.014072803780436516,,,,187.5006046239978,False,1
154,6,painleve_2_transcendent,3.1301060516852885e-05,,7392.0,106.12768040499941,141.2241872150007,False,2
155,6,second_order_nonlinear,1.1374781731755476e-14,,50.0,2.045150342000852,147.46229102600046,False,2
156,6,van_der_pol,2.399336381131434e-06,,8389.0,112.70064232200093,134.3832048780023,False,2
157,6,new_2nd_nonlinear_1,7.636143939393492e-10,,113.0,2.935944042998017,142.88797329599765,False,2
158,6,new_2nd_nonlinear_2,39327.5234375,,,,142.22959788200023,False,2
159,6,third_order_nonlin,1.9724659068742767e-05,,,,182.14449864000198,False,3
160,6,third_order_v2,0.029017124325037003,,,,198.61798256700058,False,3
161,7,test_de,6.140010668786999e-07,0.03541628643870354,1058.0,14.250885877001565,124.45757752400095,True,1
162,7,kirchhoff,0.0672122985124588,6.434457778930664,,,121.99431912499858,True,1
163,7,newtons_first,1.7295179759457824e-06,5.4080681800842285,4984.0,61.077827102999436,121.68162571100038,True,1
164,7,newtons_second_law,0.01719951629638672,4.734497547149658,,,133.33988511899952,True,2
165,7,second_order_euler_test,21.622596740722656,,,,178.92835800899775,True,2
166,7,second_order_euler,0.001176791382022202,,,,158.85675252000146,True,2
167,7,second_1,0.0002617446589283645,,,,144.55589128300198,True,2
168,7,second_2,0.04012548178434372,,,,135.6772424860028,True,2
169,7,new_2nd_linear_1,1.9571498341974802e-05,,,,139.5908513860013,True,2
170,7,new_2nd_linear_2,0.0005082821589894593,,,,153.70003102400005,True,2
171,7,new_2nd_linear_3,9.676673471403774e-07,,1038.0,17.835427991998586,188.63403846800065,True,2
172,7,third_order,2694.056396484375,,,,266.415879709999,True,3
173,7,third_order_2,,,,,255.42727571400246,True,3
174,7,third_order_3,6.130682595539838e-05,,,,264.6455126460023,True,3
175,7,logistic_equation,1.9740242350962944e-05,,,,163.0663577489977,False,1
176,7,nonlinear,0.014072803780436516,,,,171.37477602199942,False,1
177,7,painleve_2_transcendent,3.1301060516852885e-05,,7392.0,116.05167994699877,153.98138291099895,False,2
178,7,second_order_nonlinear,1.1374781731755476e-14,,50.0,1.946961696998187,208.0020421570007,False,2
179,7,van_der_pol,2.399336381131434e-06,,8389.0,159.39615934999892,185.8965696189989,False,2
180,7,new_2nd_nonlinear_1,7.636143939393492e-10,,113.0,4.079814658998657,175.46529155399912,False,2
181,7,new_2nd_nonlinear_2,39327.5234375,,,,175.89034279200132,False,2
182,7,third_order_nonlin,1.9724659068742767e-05,,,,193.14771602799738,False,3
183,7,third_order_v2,0.029017124325037003,,,,196.0874949479985,False,3
184,8,test_de,6.140010668786999e-07,0.03541628643870354,1058.0,24.161625268003263,153.54300465300184,True,1
185,8,kirchhoff,0.0672122985124588,6.434457778930664,,,129.33255347100203,True,1
186,8,newtons_first,1.7295179759457824e-06,5.4080681800842285,4984.0,59.53499579699928,120.21089768299862,True,1
187,8,newtons_second_law,0.01719951629638672,4.734497547149658,,,135.8519532470018,True,2
188,8,second_order_euler_test,21.622596740722656,,,,155.44639447299778,True,2
189,8,second_order_euler,0.001176791382022202,,,,153.2731722259996,True,2
190,8,second_1,0.0002617446589283645,,,,141.72658507499727,True,2
191,8,second_2,0.04012548178434372,,,,177.96899989500162,True,2
192,8,new_2nd_linear_1,1.9571498341974802e-05,,,,163.23519225600103,True,2
193,8,new_2nd_linear_2,0.0005082821589894593,,,,145.2350556129968,True,2
194,8,new_2nd_linear_3,9.676673471403774e-07,,1038.0,15.089387570995314,137.74893568999687,True,2
195,8,third_order,2694.056396484375,,,,211.1161384799998,True,3
196,8,third_order_2,,,,,218.71152381700085,True,3
197,8,third_order_3,6.130682595539838e-05,,,,227.32572937300574,True,3
198,8,logistic_equation,1.9740242350962944e-05,,,,157.14438240299933,False,1
199,8,nonlinear,0.014072803780436516,,,,159.13363609700173,False,1
200,8,painleve_2_transcendent,3.1301060516852885e-05,,7392.0,102.99073255399708,138.9045041329955,False,2
201,8,second_order_nonlinear,1.1374781731755476e-14,,50.0,1.9762728569985484,168.50587046599685,False,2
202,8,van_der_pol,2.399336381131434e-06,,8389.0,140.2301383390004,167.01017679800134,False,2
203,8,new_2nd_nonlinear_1,7.636143939393492e-10,,113.0,3.7131774150038837,175.71880067100574,False,2
204,8,new_2nd_nonlinear_2,39327.5234375,,,,186.98040907199902,False,2
205,8,third_order_nonlin,1.9724659068742767e-05,,,,247.8269755939982,False,3
206,8,third_order_v2,0.029017124325037003,,,,245.5192057200038,False,3
207,9,test_de,6.140010668786999e-07,0.03541628643870354,1058.0,17.373527226998704,145.74798659399676,True,1
208,9,kirchhoff,0.0672122985124588,6.434457778930664,,,148.26029837199894,True,1
209,9,newtons_first,1.7295179759457824e-06,5.4080681800842285,4984.0,79.00943019200349,154.51494990600622,True,1
210,9,newtons_second_law,0.01719951629638672,4.734497547149658,,,173.30247003499971,True,2
211,9,second_order_euler_test,21.622596740722656,,,,150.2019736440052,True,2
212,9,second_order_euler,0.001176791382022202,,,,141.31884974499553,True,2
213,9,second_1,0.0002617446589283645,,,,155.63314490899938,True,2
214,9,second_2,0.04012548178434372,,,,143.1675565559999,True,2
215,9,new_2nd_linear_1,1.9571498341974802e-05,,,,141.97701237900037,True,2
216,9,new_2nd_linear_2,0.0005082821589894593,,,,146.23268389199802,True,2
217,9,new_2nd_linear_3,9.676673471403774e-07,,1038.0,15.311893568999949,128.83115312099835,True,2
218,9,third_order,2694.056396484375,,,,180.83051936099946,True,3
219,9,third_order_2,,,,,203.34254415800388,True,3
220,9,third_order_3,6.130682595539838e-05,,,,206.3297574870012,True,3
221,9,logistic_equation,1.9740242350962944e-05,,,,134.02869195699895,False,1
222,9,nonlinear,0.014072803780436516,,,,147.21570229100325,False,1
223,9,painleve_2_transcendent,3.1301060516852885e-05,,7392.0,98.88021435200062,132.44488068400096,False,2
224,9,second_order_nonlinear,1.1374781731755476e-14,,50.0,2.0325095709995367,160.9800172280011,False,2
225,9,van_der_pol,2.399336381131434e-06,,8389.0,125.19340977099637,148.59405094900285,False,2
226,9,new_2nd_nonlinear_1,7.636143939393492e-10,,113.0,3.270613186999981,146.7922966890037,False,2
227,9,new_2nd_nonlinear_2,39327.5234375,,,,145.30592197200167,False,2
228,9,third_order_nonlin,1.9724659068742767e-05,,,,186.73754441500205,False,3
229,9,third_order_v2,0.029017124325037003,,,,197.08380875000148,False,3
